commit_sha,sha,filename,previous_filename,last_modified,status,additions,deletions,changes,patch,content_url,blob_url
c329c7d193285eb0aeac7892896766be20a84c4c,aabe9958f2097f7f19ced28d59a9592fd1274d2a,mux.go,,"Fri, 25 Dec 2015 20:18:57 GMT",modified,13,6,19,"@@ -59,6 +59,12 @@ func (r *Router) Match(req *http.Request, match *RouteMatch) bool {
 			return true
 		}
 	}
+
+	// Closest match for a router (includes sub-routers)
+	if r.NotFoundHandler != nil {
+		match.Handler = r.NotFoundHandler
+		return true
+	}
 	return false
 }
 
@@ -89,10 +95,7 @@ func (r *Router) ServeHTTP(w http.ResponseWriter, req *http.Request) {
 		setCurrentRoute(req, match.Route)
 	}
 	if handler == nil {
-		handler = r.NotFoundHandler
-		if handler == nil {
-			handler = http.NotFoundHandler()
-		}
+		handler = http.NotFoundHandler()
 	}
 	if !r.KeepContext {
 		defer context.Clear(req)
@@ -324,11 +327,15 @@ func CurrentRoute(r *http.Request) *Route {
 }
 
 func setVars(r *http.Request, val interface{}) {
-	context.Set(r, varsKey, val)
+	if val != nil {
+		context.Set(r, varsKey, val)
+	}
 }
 
 func setCurrentRoute(r *http.Request, val interface{}) {
-	context.Set(r, routeKey, val)
+	if val != nil {
+		context.Set(r, routeKey, val)
+	}
 }
 
 // ----------------------------------------------------------------------------",https://api.github.com/repos/gorilla/mux/contents/mux.go?ref=c329c7d193285eb0aeac7892896766be20a84c4c,https://github.com/gorilla/mux/blob/c329c7d193285eb0aeac7892896766be20a84c4c/mux.go
9c068cf16d982f8bd444b8c352acbeec34c4fe5b,83ab8f59dd1ad992d7379ac5d3b52ccdc0d84d94,.travis.yml,,"Wed, 11 Nov 2015 10:35:30 GMT",modified,7,1,8,"@@ -1,8 +1,14 @@
 language: go
 sudo: false
-
 go:
   - 1.3
   - 1.4
   - 1.5
   - tip
+install:
+  - go get golang.org/x/tools/cmd/vet
+script:
+  - go get -t -v ./...
+  - diff -u <(echo -n) <(gofmt -d -s .)
+  - go tool vet .
+  - go test -v -race ./...",https://api.github.com/repos/gorilla/mux/contents/.travis.yml?ref=9c068cf16d982f8bd444b8c352acbeec34c4fe5b,https://github.com/gorilla/mux/blob/9c068cf16d982f8bd444b8c352acbeec34c4fe5b/.travis.yml
9a9f155278d9b29c53acbb38c89b3024f658b55d,83ab8f59dd1ad992d7379ac5d3b52ccdc0d84d94,.travis.yml,,"Mon, 09 Nov 2015 01:29:33 GMT",modified,7,1,8,"@@ -1,8 +1,14 @@
 language: go
 sudo: false
-
 go:
   - 1.3
   - 1.4
   - 1.5
   - tip
+install:
+  - go get golang.org/x/tools/cmd/vet
+script:
+  - go get -t -v ./...
+  - diff -u <(echo -n) <(gofmt -d -s .)
+  - go tool vet .
+  - go test -v -race ./...",https://api.github.com/repos/gorilla/mux/contents/.travis.yml?ref=9a9f155278d9b29c53acbb38c89b3024f658b55d,https://github.com/gorilla/mux/blob/9a9f155278d9b29c53acbb38c89b3024f658b55d/.travis.yml
48e889f422c9702f924e53b095546239a1253159,d1eae9265889bf713ba5f0ca017e735c34e3d75a,mux_test.go,,"Sun, 08 Nov 2015 05:16:49 GMT",modified,1,1,2,"@@ -1077,7 +1077,7 @@ func TestWalkSingleDepth(t *testing.T) {
 			return SkipRouter
 		}
 		if len(ancestors) != depths[i] {
-			t.Errorf(`Expected depth of %d at i = %d; got ""%s""`, depths[i], i, len(ancestors))
+			t.Errorf(`Expected depth of %d at i = %d; got ""%d""`, depths[i], i, len(ancestors))
 		}
 		if matcher.template != ""/""+paths[i] {
 			t.Errorf(`Expected ""/%s"" at i = %d; got ""%s""`, paths[i], i, matcher.template)",https://api.github.com/repos/gorilla/mux/contents/mux_test.go?ref=48e889f422c9702f924e53b095546239a1253159,https://github.com/gorilla/mux/blob/48e889f422c9702f924e53b095546239a1253159/mux_test.go
a90bbbc6fa11b6a5c4ad95c2ab27eb51229890a5,d1eae9265889bf713ba5f0ca017e735c34e3d75a,mux_test.go,,"Sat, 07 Nov 2015 12:34:30 GMT",modified,1,1,2,"@@ -1077,7 +1077,7 @@ func TestWalkSingleDepth(t *testing.T) {
 			return SkipRouter
 		}
 		if len(ancestors) != depths[i] {
-			t.Errorf(`Expected depth of %d at i = %d; got ""%s""`, depths[i], i, len(ancestors))
+			t.Errorf(`Expected depth of %d at i = %d; got ""%d""`, depths[i], i, len(ancestors))
 		}
 		if matcher.template != ""/""+paths[i] {
 			t.Errorf(`Expected ""/%s"" at i = %d; got ""%s""`, paths[i], i, matcher.template)",https://api.github.com/repos/gorilla/mux/contents/mux_test.go?ref=a90bbbc6fa11b6a5c4ad95c2ab27eb51229890a5,https://github.com/gorilla/mux/blob/a90bbbc6fa11b6a5c4ad95c2ab27eb51229890a5/mux_test.go
ad4d7a5882b961e07e2626045eb995c022ac6664,68c4ea5d85cc0840a7949b0d28f68e6cf34e3941,mux.go,,"Sat, 03 Oct 2015 07:26:51 GMT",modified,7,2,9,"@@ -70,7 +70,7 @@ func (r *Router) ServeHTTP(w http.ResponseWriter, req *http.Request) {
 	// Clean path to canonical form and redirect.
 	if p := cleanPath(req.URL.Path); p != req.URL.Path {
 
-		// Added 3 lines (Philip Schlump) - It was droping the query string and #whatever from query.
+		// Added 3 lines (Philip Schlump) - It was dropping the query string and #whatever from query.
 		// This matches with fix in go 1.2 r.c. 4 for same problem.  Go Issue:
 		// http://code.google.com/p/go/issues/detail?id=5252
 		url := *req.URL
@@ -365,6 +365,8 @@ func uniqueVars(s1, s2 []string) error {
 	return nil
 }
 
+// checkPairs returns the count of strings passed in, and an error if
+// the count is not an even number.
 func checkPairs(pairs ...string) (int, error) {
 	length := len(pairs)
 	if length%2 != 0 {
@@ -374,7 +376,8 @@ func checkPairs(pairs ...string) (int, error) {
 	return length, nil
 }
 
-// mapFromPairs converts variadic string parameters to a string map.
+// mapFromPairsToString converts variadic string parameters to a
+// string to string map.
 func mapFromPairsToString(pairs ...string) (map[string]string, error) {
 	length, err := checkPairs(pairs...)
 	if err != nil {
@@ -387,6 +390,8 @@ func mapFromPairsToString(pairs ...string) (map[string]string, error) {
 	return m, nil
 }
 
+// mapFromPairsToRegex converts variadic string paramers to a
+// string to regex map.
 func mapFromPairsToRegex(pairs ...string) (map[string]*regexp.Regexp, error) {
 	length, err := checkPairs(pairs...)
 	if err != nil {",https://api.github.com/repos/gorilla/mux/contents/mux.go?ref=ad4d7a5882b961e07e2626045eb995c022ac6664,https://github.com/gorilla/mux/blob/ad4d7a5882b961e07e2626045eb995c022ac6664/mux.go
ac3897eae3767628df9a43b55c53fca226870a27,68c4ea5d85cc0840a7949b0d28f68e6cf34e3941,mux.go,,"Sat, 03 Oct 2015 07:21:00 GMT",modified,7,2,9,"@@ -70,7 +70,7 @@ func (r *Router) ServeHTTP(w http.ResponseWriter, req *http.Request) {
 	// Clean path to canonical form and redirect.
 	if p := cleanPath(req.URL.Path); p != req.URL.Path {
 
-		// Added 3 lines (Philip Schlump) - It was droping the query string and #whatever from query.
+		// Added 3 lines (Philip Schlump) - It was dropping the query string and #whatever from query.
 		// This matches with fix in go 1.2 r.c. 4 for same problem.  Go Issue:
 		// http://code.google.com/p/go/issues/detail?id=5252
 		url := *req.URL
@@ -365,6 +365,8 @@ func uniqueVars(s1, s2 []string) error {
 	return nil
 }
 
+// checkPairs returns the count of strings passed in, and an error if
+// the count is not an even number.
 func checkPairs(pairs ...string) (int, error) {
 	length := len(pairs)
 	if length%2 != 0 {
@@ -374,7 +376,8 @@ func checkPairs(pairs ...string) (int, error) {
 	return length, nil
 }
 
-// mapFromPairs converts variadic string parameters to a string map.
+// mapFromPairsToString converts variadic string parameters to a
+// string to string map.
 func mapFromPairsToString(pairs ...string) (map[string]string, error) {
 	length, err := checkPairs(pairs...)
 	if err != nil {
@@ -387,6 +390,8 @@ func mapFromPairsToString(pairs ...string) (map[string]string, error) {
 	return m, nil
 }
 
+// mapFromPairsToRegex converts variadic string paramers to a
+// string to regex map.
 func mapFromPairsToRegex(pairs ...string) (map[string]*regexp.Regexp, error) {
 	length, err := checkPairs(pairs...)
 	if err != nil {",https://api.github.com/repos/gorilla/mux/contents/mux.go?ref=ac3897eae3767628df9a43b55c53fca226870a27,https://github.com/gorilla/mux/blob/ac3897eae3767628df9a43b55c53fca226870a27/mux.go
49c024275504f0341e5a9971eb7ba7fa3dc7af40,913432c1c0d1c2581aa858785c52d155ccd384bf,route.go,,"Tue, 08 Sep 2015 16:58:39 GMT",modified,1,9,10,"@@ -200,15 +200,7 @@ func (m headerMatcher) Match(r *http.Request, match *RouteMatch) bool {
 //               ""X-Requested-With"", ""XMLHttpRequest"")
 //
 // The above route will only match if both request header values match.
-// Alternatively, you can provide a regular expression and match the header as follows:
-//
-//     r.Headers(""Content-Type"", ""application/(text|json)"",
-//               ""X-Requested-With"", ""XMLHttpRequest"")
-//
-// The above route will the same as the previous example, with the addition of matching
-// application/text as well.
-//
-// It the value is an empty string, it will match any value if the key is set.
+// If the value is an empty string, it will match any value if the key is set.
 func (r *Route) Headers(pairs ...string) *Route {
 	if r.err == nil {
 		var headers map[string]string",https://api.github.com/repos/gorilla/mux/contents/route.go?ref=49c024275504f0341e5a9971eb7ba7fa3dc7af40,https://github.com/gorilla/mux/blob/49c024275504f0341e5a9971eb7ba7fa3dc7af40/route.go
8ae7a23e03967d170fbd699eaf8e55883b99e94b,24fd97508dc076866205928d96f9fea5855847c7,route.go,,"Tue, 08 Sep 2015 11:31:30 GMT",modified,1,9,10,"@@ -200,15 +200,7 @@ func (m headerMatcher) Match(r *http.Request, match *RouteMatch) bool {
 //               ""X-Requested-With"", ""XMLHttpRequest"")
 //
 // The above route will only match if both request header values match.
-// Alternatively, you can provide a regular expression and match the header as follows:
-//
-//     r.Headers(""Content-Type"", ""application/(text|json)"",
-//               ""X-Requested-With"", ""XMLHttpRequest"")
-//
-// The above route will the same as the previous example, with the addition of matching
-// application/text as well.
-//
-// It the value is an empty string, it will match any value if the key is set.
+// If the value is an empty string, it will match any value if the key is set.
 func (r *Route) Headers(pairs ...string) *Route {
 	if r.err == nil {
 		var headers map[string]string",https://api.github.com/repos/gorilla/mux/contents/route.go?ref=8ae7a23e03967d170fbd699eaf8e55883b99e94b,https://github.com/gorilla/mux/blob/8ae7a23e03967d170fbd699eaf8e55883b99e94b/route.go
ee1815431e497d3850809578c93ab6705f1a19f7,f983b60c62bdf29df9c335b061f056fdae9d1f3d,.travis.yml,,"Thu, 20 Aug 2015 05:15:06 GMT",modified,2,0,2,"@@ -1,6 +1,8 @@
 language: go
+sudo: false
 
 go:
   - 1.3
   - 1.4
+  - 1.5
   - tip",https://api.github.com/repos/gorilla/mux/contents/.travis.yml?ref=ee1815431e497d3850809578c93ab6705f1a19f7,https://github.com/gorilla/mux/blob/ee1815431e497d3850809578c93ab6705f1a19f7/.travis.yml
f8220e087da2fc83d083bfc0289ed7f9db3536bd,245a2f517f3e6dfdd02819df270f9a2de346ebd7,.travis.yml,,"Sun, 16 Aug 2015 07:31:34 GMT",modified,2,3,5,"@@ -1,7 +1,6 @@
 language: go
 
 go:
-  - 1.0
-  - 1.1
-  - 1.2
+  - 1.3
+  - 1.4
   - tip",https://api.github.com/repos/gorilla/mux/contents/.travis.yml?ref=f8220e087da2fc83d083bfc0289ed7f9db3536bd,https://github.com/gorilla/mux/blob/f8220e087da2fc83d083bfc0289ed7f9db3536bd/.travis.yml
f7b6aaaa69e39a15e1f94389b8effd3f9338b013,55dd4e59a5a2c08263cc1ceb9a27f3674643e9ae,README.md,,"Fri, 14 Aug 2015 14:29:16 GMT",modified,1,1,2,"@@ -1,6 +1,6 @@
 mux
 ===
-[![GoDoc](https://godoc.org/github.com/gorilla/securecookie?status.svg)](https://godoc.org/github.com/gorilla/securecookie)
+[![GoDoc](https://godoc.org/github.com/gorilla/mux?status.svg)](https://godoc.org/github.com/gorilla/mux)
 [![Build Status](https://travis-ci.org/gorilla/mux.png?branch=master)](https://travis-ci.org/gorilla/mux)
 
 Package gorilla/mux implements a request router and dispatcher.",https://api.github.com/repos/gorilla/mux/contents/README.md?ref=f7b6aaaa69e39a15e1f94389b8effd3f9338b013,https://github.com/gorilla/mux/blob/f7b6aaaa69e39a15e1f94389b8effd3f9338b013/README.md
e45852e5374d4b40feb756a967c21a758fca25b1,55dd4e59a5a2c08263cc1ceb9a27f3674643e9ae,README.md,,"Fri, 14 Aug 2015 14:25:16 GMT",modified,1,1,2,"@@ -1,6 +1,6 @@
 mux
 ===
-[![GoDoc](https://godoc.org/github.com/gorilla/securecookie?status.svg)](https://godoc.org/github.com/gorilla/securecookie)
+[![GoDoc](https://godoc.org/github.com/gorilla/mux?status.svg)](https://godoc.org/github.com/gorilla/mux)
 [![Build Status](https://travis-ci.org/gorilla/mux.png?branch=master)](https://travis-ci.org/gorilla/mux)
 
 Package gorilla/mux implements a request router and dispatcher.",https://api.github.com/repos/gorilla/mux/contents/README.md?ref=e45852e5374d4b40feb756a967c21a758fca25b1,https://github.com/gorilla/mux/blob/e45852e5374d4b40feb756a967c21a758fca25b1/README.md
b0b2bc47bcd1442dfc76e58ab649dea056461ac9,9a046ff97faa64e904f753c034d6dc6c9aad1406,README.md,,"Thu, 13 Aug 2015 19:01:04 GMT",modified,6,6,12,"@@ -60,8 +60,8 @@ Routes can also be restricted to a domain or subdomain. Just define a host
 pattern to be matched. They can also have variables:
 
 	r := mux.NewRouter()
-	// Only matches if domain is ""www.domain.com"".
-	r.Host(""www.domain.com"")
+	// Only matches if domain is ""www.example.com"".
+	r.Host(""www.example.com"")
 	// Matches a dynamic subdomain.
 	r.Host(""{subdomain:[a-z]+}.domain.com"")
 
@@ -94,7 +94,7 @@ There are several other matchers that can be added. To match path prefixes:
 ...and finally, it is possible to combine several matchers in a single route:
 
 	r.HandleFunc(""/products"", ProductsHandler).
-	  Host(""www.domain.com"").
+	  Host(""www.example.com"").
 	  Methods(""GET"").
 	  Schemes(""http"")
 
@@ -103,11 +103,11 @@ a way to group several routes that share the same requirements.
 We call it ""subrouting"".
 
 For example, let's say we have several URLs that should only match when the
-host is ""www.domain.com"". Create a route for that host and get a ""subrouter""
+host is `www.example.com`. Create a route for that host and get a ""subrouter""
 from it:
 
 	r := mux.NewRouter()
-	s := r.Host(""www.domain.com"").Subrouter()
+	s := r.Host(""www.example.com"").Subrouter()
 
 Then register routes in the subrouter:
 
@@ -116,7 +116,7 @@ Then register routes in the subrouter:
 	s.HandleFunc(""/articles/{category}/{id:[0-9]+}""), ArticleHandler)
 
 The three URL paths we registered above will only be tested if the domain is
-""www.domain.com"", because the subrouter is tested first. This is not
+`www.example.com`, because the subrouter is tested first. This is not
 only convenient, but also optimizes request matching. You can create
 subrouters combining any attribute matchers accepted by a route.
 ",https://api.github.com/repos/gorilla/mux/contents/README.md?ref=b0b2bc47bcd1442dfc76e58ab649dea056461ac9,https://github.com/gorilla/mux/blob/b0b2bc47bcd1442dfc76e58ab649dea056461ac9/README.md
b0b2bc47bcd1442dfc76e58ab649dea056461ac9,49798cb5cf5291db6bc3eee2ad4d168c647b4166,doc.go,,"Thu, 13 Aug 2015 19:01:04 GMT",modified,6,6,12,"@@ -60,8 +60,8 @@ Routes can also be restricted to a domain or subdomain. Just define a host
 pattern to be matched. They can also have variables:
 
 	r := mux.NewRouter()
-	// Only matches if domain is ""www.domain.com"".
-	r.Host(""www.domain.com"")
+	// Only matches if domain is ""www.example.com"".
+	r.Host(""www.example.com"")
 	// Matches a dynamic subdomain.
 	r.Host(""{subdomain:[a-z]+}.domain.com"")
 
@@ -94,7 +94,7 @@ There are several other matchers that can be added. To match path prefixes:
 ...and finally, it is possible to combine several matchers in a single route:
 
 	r.HandleFunc(""/products"", ProductsHandler).
-	  Host(""www.domain.com"").
+	  Host(""www.example.com"").
 	  Methods(""GET"").
 	  Schemes(""http"")
 
@@ -103,11 +103,11 @@ a way to group several routes that share the same requirements.
 We call it ""subrouting"".
 
 For example, let's say we have several URLs that should only match when the
-host is ""www.domain.com"". Create a route for that host and get a ""subrouter""
+host is ""www.example.com"". Create a route for that host and get a ""subrouter""
 from it:
 
 	r := mux.NewRouter()
-	s := r.Host(""www.domain.com"").Subrouter()
+	s := r.Host(""www.example.com"").Subrouter()
 
 Then register routes in the subrouter:
 
@@ -116,7 +116,7 @@ Then register routes in the subrouter:
 	s.HandleFunc(""/articles/{category}/{id:[0-9]+}""), ArticleHandler)
 
 The three URL paths we registered above will only be tested if the domain is
-""www.domain.com"", because the subrouter is tested first. This is not
+""www.example.com"", because the subrouter is tested first. This is not
 only convenient, but also optimizes request matching. You can create
 subrouters combining any attribute matchers accepted by a route.
 ",https://api.github.com/repos/gorilla/mux/contents/doc.go?ref=b0b2bc47bcd1442dfc76e58ab649dea056461ac9,https://github.com/gorilla/mux/blob/b0b2bc47bcd1442dfc76e58ab649dea056461ac9/doc.go
b0b2bc47bcd1442dfc76e58ab649dea056461ac9,755db483e8f387040c98487c9e577e20703eaa51,old_test.go,,"Thu, 13 Aug 2015 19:01:04 GMT",modified,3,3,6,"@@ -545,7 +545,7 @@ func TestMatchedRouteName(t *testing.T) {
 	router := NewRouter()
 	route := router.NewRoute().Path(""/products/"").Name(routeName)
 
-	url := ""http://www.domain.com/products/""
+	url := ""http://www.example.com/products/""
 	request, _ := http.NewRequest(""GET"", url, nil)
 	var rv RouteMatch
 	ok := router.Match(request, &rv)
@@ -563,10 +563,10 @@ func TestMatchedRouteName(t *testing.T) {
 func TestSubRouting(t *testing.T) {
 	// Example from docs.
 	router := NewRouter()
-	subrouter := router.NewRoute().Host(""www.domain.com"").Subrouter()
+	subrouter := router.NewRoute().Host(""www.example.com"").Subrouter()
 	route := subrouter.NewRoute().Path(""/products/"").Name(""products"")
 
-	url := ""http://www.domain.com/products/""
+	url := ""http://www.example.com/products/""
 	request, _ := http.NewRequest(""GET"", url, nil)
 	var rv RouteMatch
 	ok := router.Match(request, &rv)",https://api.github.com/repos/gorilla/mux/contents/old_test.go?ref=b0b2bc47bcd1442dfc76e58ab649dea056461ac9,https://github.com/gorilla/mux/blob/b0b2bc47bcd1442dfc76e58ab649dea056461ac9/old_test.go
b0b2bc47bcd1442dfc76e58ab649dea056461ac9,890130460c9c0726739a0b9668a0821b31c174d0,route.go,,"Thu, 13 Aug 2015 19:01:04 GMT",modified,2,2,4,"@@ -255,7 +255,7 @@ func (r *Route) HeadersRegexp(pairs ...string) *Route {
 // For example:
 //
 //     r := mux.NewRouter()
-//     r.Host(""www.domain.com"")
+//     r.Host(""www.example.com"")
 //     r.Host(""{subdomain}.domain.com"")
 //     r.Host(""{subdomain:[a-z]+}.domain.com"")
 //
@@ -414,7 +414,7 @@ func (r *Route) BuildVarsFunc(f BuildVarsFunc) *Route {
 // It will test the inner routes only if the parent route matched. For example:
 //
 //     r := mux.NewRouter()
-//     s := r.Host(""www.domain.com"").Subrouter()
+//     s := r.Host(""www.example.com"").Subrouter()
 //     s.HandleFunc(""/products/"", ProductsHandler)
 //     s.HandleFunc(""/products/{key}"", ProductHandler)
 //     s.HandleFunc(""/articles/{category}/{id:[0-9]+}""), ArticleHandler)",https://api.github.com/repos/gorilla/mux/contents/route.go?ref=b0b2bc47bcd1442dfc76e58ab649dea056461ac9,https://github.com/gorilla/mux/blob/b0b2bc47bcd1442dfc76e58ab649dea056461ac9/route.go
5112c33f3a6ef694c1e5784b68981f08b3f0327c,5732d2da345a4fc567648da363155077fa896f77,mux_test.go,,"Wed, 12 Aug 2015 05:16:39 GMT",modified,13,0,13,"@@ -7,11 +7,24 @@ package mux
 import (
 	""fmt""
 	""net/http""
+	""strings""
 	""testing""
 
 	""github.com/gorilla/context""
 )
 
+func (r *Route) GoString() string {
+	matchers := make([]string, len(r.matchers))
+	for i, m := range r.matchers {
+		matchers[i] = fmt.Sprintf(""%#v"", m)
+	}
+	return fmt.Sprintf(""&Route{matchers:[]matcher{%s}}"", strings.Join(matchers, "", ""))
+}
+
+func (r *routeRegexp) GoString() string {
+	return fmt.Sprintf(""&routeRegexp{template: %q, matchHost: %t, matchQuery: %t, strictSlash: %t, regexp: regexp.MustCompile(%q), reverse: %q, varsN: %v, varsR: %v"", r.template, r.matchHost, r.matchQuery, r.strictSlash, r.regexp.String(), r.reverse, r.varsN, r.varsR)
+}
+
 type routeTest struct {
 	title          string            // title of the test
 	route          *Route            // the route being tested",https://api.github.com/repos/gorilla/mux/contents/mux_test.go?ref=5112c33f3a6ef694c1e5784b68981f08b3f0327c,https://github.com/gorilla/mux/blob/5112c33f3a6ef694c1e5784b68981f08b3f0327c/mux_test.go
e330fd08a314ab270035e000f1543d1af53f6812,7a0bc9e441f2de1e9a9b8e8e67cd41b40ed91980,mux_test.go,,"Tue, 11 Aug 2015 05:40:28 GMT",modified,90,0,90,"@@ -144,6 +144,33 @@ func TestHost(t *testing.T) {
 			path:        """",
 			shouldMatch: false,
 		},
+		{
+			title:       ""Host route with hyphenated name and pattern, match"",
+			route:       new(Route).Host(""aaa.{v-1:[a-z]{3}}.ccc""),
+			request:     newRequest(""GET"", ""http://aaa.bbb.ccc/111/222/333""),
+			vars:        map[string]string{""v-1"": ""bbb""},
+			host:        ""aaa.bbb.ccc"",
+			path:        """",
+			shouldMatch: true,
+		},
+		{
+			title:       ""Host route with hyphenated name and pattern, additional capturing group, match"",
+			route:       new(Route).Host(""aaa.{v-1:[a-z]{2}(b|c)}.ccc""),
+			request:     newRequest(""GET"", ""http://aaa.bbb.ccc/111/222/333""),
+			vars:        map[string]string{""v-1"": ""bbb""},
+			host:        ""aaa.bbb.ccc"",
+			path:        """",
+			shouldMatch: true,
+		},
+		{
+			title:       ""Host route with multiple hyphenated names and patterns, match"",
+			route:       new(Route).Host(""{v-1:[a-z]{3}}.{v-2:[a-z]{3}}.{v-3:[a-z]{3}}""),
+			request:     newRequest(""GET"", ""http://aaa.bbb.ccc/111/222/333""),
+			vars:        map[string]string{""v-1"": ""aaa"", ""v-2"": ""bbb"", ""v-3"": ""ccc""},
+			host:        ""aaa.bbb.ccc"",
+			path:        """",
+			shouldMatch: true,
+		},
 		{
 			title:       ""Path route with single pattern with pipe, match"",
 			route:       new(Route).Path(""/{category:a|b/c}""),
@@ -278,6 +305,33 @@ func TestPath(t *testing.T) {
 			path:        ""/a/product_name/1"",
 			shouldMatch: true,
 		},
+		{
+			title:       ""Path route with hyphenated name and pattern, match"",
+			route:       new(Route).Path(""/111/{v-1:[0-9]{3}}/333""),
+			request:     newRequest(""GET"", ""http://localhost/111/222/333""),
+			vars:        map[string]string{""v-1"": ""222""},
+			host:        """",
+			path:        ""/111/222/333"",
+			shouldMatch: true,
+		},
+		{
+			title:       ""Path route with multiple hyphenated names and patterns, match"",
+			route:       new(Route).Path(""/{v-1:[0-9]{3}}/{v-2:[0-9]{3}}/{v-3:[0-9]{3}}""),
+			request:     newRequest(""GET"", ""http://localhost/111/222/333""),
+			vars:        map[string]string{""v-1"": ""111"", ""v-2"": ""222"", ""v-3"": ""333""},
+			host:        """",
+			path:        ""/111/222/333"",
+			shouldMatch: true,
+		},
+		{
+			title:       ""Path route with multiple hyphenated names and patterns with pipe, match"",
+			route:       new(Route).Path(""/{product-category:a|(b/c)}/{product-name}/{product-id:[0-9]+}""),
+			request:     newRequest(""GET"", ""http://localhost/a/product_name/1""),
+			vars:        map[string]string{""product-category"": ""a"", ""product-name"": ""product_name"", ""product-id"": ""1""},
+			host:        """",
+			path:        ""/a/product_name/1"",
+			shouldMatch: true,
+		},
 	}
 
 	for _, test := range tests {
@@ -633,6 +687,42 @@ func TestQueries(t *testing.T) {
 			path:        """",
 			shouldMatch: false,
 		},
+		{
+			title:       ""Queries route with hyphenated name, match"",
+			route:       new(Route).Queries(""foo"", ""{v-1}""),
+			request:     newRequest(""GET"", ""http://localhost?foo=bar""),
+			vars:        map[string]string{""v-1"": ""bar""},
+			host:        """",
+			path:        """",
+			shouldMatch: true,
+		},
+		{
+			title:       ""Queries route with multiple hyphenated names, match"",
+			route:       new(Route).Queries(""foo"", ""{v-1}"", ""baz"", ""{v-2}""),
+			request:     newRequest(""GET"", ""http://localhost?foo=bar&baz=ding""),
+			vars:        map[string]string{""v-1"": ""bar"", ""v-2"": ""ding""},
+			host:        """",
+			path:        """",
+			shouldMatch: true,
+		},
+		{
+			title:       ""Queries route with hyphenate name and pattern, match"",
+			route:       new(Route).Queries(""foo"", ""{v-1:[0-9]+}""),
+			request:     newRequest(""GET"", ""http://localhost?foo=10""),
+			vars:        map[string]string{""v-1"": ""10""},
+			host:        """",
+			path:        """",
+			shouldMatch: true,
+		},
+		{
+			title:       ""Queries route with hyphenated name and pattern with quantifier, additional capturing group"",
+			route:       new(Route).Queries(""foo"", ""{v-1:[0-9]{1}(a|b)}""),
+			request:     newRequest(""GET"", ""http://localhost?foo=1a""),
+			vars:        map[string]string{""v-1"": ""1a""},
+			host:        """",
+			path:        """",
+			shouldMatch: true,
+		},
 		{
 			title:       ""Queries route with empty value, should match"",
 			route:       new(Route).Queries(""foo"", """"),",https://api.github.com/repos/gorilla/mux/contents/mux_test.go?ref=e330fd08a314ab270035e000f1543d1af53f6812,https://github.com/gorilla/mux/blob/e330fd08a314ab270035e000f1543d1af53f6812/mux_test.go
