commit_sha,body,id,created_at,updated_at
98fb535d771e43021d337c156c78ab13d1a7f506,"I think this should check the error and panic. `regex` will be nil in the error case and the developer will get a panic when the mux tries to match, but it will be hard to trace down the root cause.

If this panics with a message, something like ""invalid regular expression: %s"" it will be obvious they made a mistake when setting up the routes in the first place.
",33897241,2015-07-05 18:12:30+00:00,2015-07-19 08:56:47+00:00
98fb535d771e43021d337c156c78ab13d1a7f506,"I guess you can just return the error, that will be more in line with the rest of the package's error handling (which badly needs an overhaul, ugh)
",33897257,2015-07-05 18:14:54+00:00,2015-07-19 08:56:47+00:00
98fb535d771e43021d337c156c78ab13d1a7f506,"Yea sounds great. Thanks for the code review, really appreciate :) Will fix this up tomorrow afternoon
",33928042,2015-07-06 12:20:30+00:00,2015-07-19 08:56:47+00:00
3339267a853e3a855d6e415b96d6f3447b60a824,"This is the test that should cover #109.  
",34876870,2015-07-17 09:58:15+00:00,2015-07-17 09:58:15+00:00
3339267a853e3a855d6e415b96d6f3447b60a824,"use `SplitN` here with a max of 2
",34897254,2015-07-17 15:00:11+00:00,2015-07-17 15:00:11+00:00
3339267a853e3a855d6e415b96d6f3447b60a824,"I just did this quickly :)
",34897601,2015-07-17 15:03:35+00:00,2015-07-17 15:03:35+00:00
0c9d5c08c1d6103f2ced11750a195fc94902d3fc,"I don't like the idea of compiling a regexp during every match attempt, that's going to hurt performance a lot.
",33897295,2015-07-05 18:20:25+00:00,2015-07-05 22:04:01+00:00
451fd8b7796015afbe01cfe9168e4c51e8b40013,"using Sprintf here is probably overkill... how about just `pairs[i] + ""="" + pairs[i+1]`
",13087990,2014-05-27 16:49:43+00:00,2014-05-27 23:37:37+00:00
451fd8b7796015afbe01cfe9168e4c51e8b40013,"This check is redundant. Just use append every time: http://play.golang.org/p/hjQzZ0IGXn
",13088059,2014-05-27 16:51:11+00:00,2014-05-27 23:37:37+00:00
451fd8b7796015afbe01cfe9168e4c51e8b40013,"you can actually skip this check entirely. Just leave the `for _, q := range v.queries` loop below. It works with nil and 0-length slices. That will remove an indent level and make this code easier to grok.
",13108912,2014-05-27 23:28:46+00:00,2014-05-27 23:37:37+00:00
451fd8b7796015afbe01cfe9168e4c51e8b40013,"Similarly you can skip this check here and just leave the range loop.
",13108932,2014-05-27 23:29:15+00:00,2014-05-27 23:37:37+00:00
0a0d6a1b2a0c75b931495697ce6a2182f810ffb3,"I think we could use a test case or two here with query regexp matches.
",13058451,2014-05-26 22:57:40+00:00,2014-05-27 03:20:25+00:00
ab8ae247f17a9f1bbe9bda321aa6719600eb4775,"Please use example.com as the domain.
",7732930,2013-11-18 18:12:30+00:00,2013-11-18 18:53:23+00:00
