commit_sha,id,number,state,body,title,created_at,updated_at,closed_at,merged_at,draft
2392d7d19e8c3b02af216a404709415813467766,1445729166,721,closed,"<!--
     For Work In Progress Pull Requests, please use the Draft PR feature,
     see https://github.blog/2019-02-14-introducing-draft-pull-requests/ for further details.

     For a timely review/response, please avoid force-pushing additional
     commits if your PR already received reviews or comments.

     Before submitting a Pull Request, please ensure that you have:
     - 📖 Read the Contributing guide: https://github.com/gorilla/.github/blob/main/CONTRIBUTING.md
     - 📖 Read the Code of Conduct: https://github.com/gorilla/.github/blob/main/CODE_OF_CONDUCT.md

     - Provide tests for your changes.
     - Use descriptive commit messages.
	 - Comment your code where appropriate.
	 - Squash your commits
     - Update any related documentation.

     - Add gorilla/pull-request-reviewers as a Reviewer
-->

## What type of PR is this? (check all applicable)

- [ ] Refactor
- [ ] Feature
- [ ] Bug Fix
- [ ] Optimization
- [ ] Documentation Update

## Description

## Related Tickets & Documents

<!--
For pull requests that relate or close an issue, please include them
below.  We like to follow [Github's guidance on linking issues to pull requests](https://docs.github.com/en/issues/tracking-your-work-with-issues/linking-a-pull-request-to-an-issue).

For example having the text: ""closes #1234"" would connect the current pull
request to issue 1234.  And when we merge the pull request, Github will
automatically close the issue.
-->

- Related Issue #
- Closes #

## Added/updated tests?

- [ ] Yes
- [ ] No, and this is why: _please replace this line with details on why tests
      have not been included_
- [ ] I need help with writing tests

## Run verifications and test

- [ ] `make verify` is passing
- [ ] `make test` is passing
",Delete AUTHORS,2023-07-23 20:22:13+00:00,2023-07-23 20:29:13+00:00,2023-07-23 20:29:12+00:00,2023-07-23 20:29:12+00:00,False
81b48a39f012296f51d582d3cefaaba1c2f5a01f,1445728593,720,closed,"<!--
     For Work In Progress Pull Requests, please use the Draft PR feature,
     see https://github.blog/2019-02-14-introducing-draft-pull-requests/ for further details.

     For a timely review/response, please avoid force-pushing additional
     commits if your PR already received reviews or comments.

     Before submitting a Pull Request, please ensure that you have:
     - 📖 Read the Contributing guide: https://github.com/gorilla/.github/blob/main/CONTRIBUTING.md
     - 📖 Read the Code of Conduct: https://github.com/gorilla/.github/blob/main/CODE_OF_CONDUCT.md

     - Provide tests for your changes.
     - Use descriptive commit messages.
	 - Comment your code where appropriate.
	 - Squash your commits
     - Update any related documentation.

     - Add gorilla/pull-request-reviewers as a Reviewer
-->

## What type of PR is this? (check all applicable)

- [ ] Refactor
- [ ] Feature
- [ ] Bug Fix
- [ ] Optimization
- [ ] Documentation Update

## Description

## Related Tickets & Documents

<!--
For pull requests that relate or close an issue, please include them
below.  We like to follow [Github's guidance on linking issues to pull requests](https://docs.github.com/en/issues/tracking-your-work-with-issues/linking-a-pull-request-to-an-issue).

For example having the text: ""closes #1234"" would connect the current pull
request to issue 1234.  And when we merge the pull request, Github will
automatically close the issue.
-->

- Related Issue #
- Closes #

## Added/updated tests?

- [ ] Yes
- [ ] No, and this is why: _please replace this line with details on why tests
      have not been included_
- [ ] I need help with writing tests

## Run verifications and test

- [ ] `make verify` is passing
- [ ] `make test` is passing
",Delete stale.yml,2023-07-23 20:19:37+00:00,2023-07-23 20:28:40+00:00,2023-07-23 20:28:39+00:00,2023-07-23 20:28:39+00:00,False
96847b8b06f990d7b53c8a5c647ee73d3e70582a,1445728494,719,closed,"<!--
     For Work In Progress Pull Requests, please use the Draft PR feature,
     see https://github.blog/2019-02-14-introducing-draft-pull-requests/ for further details.

     For a timely review/response, please avoid force-pushing additional
     commits if your PR already received reviews or comments.

     Before submitting a Pull Request, please ensure that you have:
     - 📖 Read the Contributing guide: https://github.com/gorilla/.github/blob/main/CONTRIBUTING.md
     - 📖 Read the Code of Conduct: https://github.com/gorilla/.github/blob/main/CODE_OF_CONDUCT.md

     - Provide tests for your changes.
     - Use descriptive commit messages.
	 - Comment your code where appropriate.
	 - Squash your commits
     - Update any related documentation.

     - Add gorilla/pull-request-reviewers as a Reviewer
-->

## What type of PR is this? (check all applicable)

- [ ] Refactor
- [ ] Feature
- [ ] Bug Fix
- [ ] Optimization
- [ ] Documentation Update

## Description

## Related Tickets & Documents

<!--
For pull requests that relate or close an issue, please include them
below.  We like to follow [Github's guidance on linking issues to pull requests](https://docs.github.com/en/issues/tracking-your-work-with-issues/linking-a-pull-request-to-an-issue).

For example having the text: ""closes #1234"" would connect the current pull
request to issue 1234.  And when we merge the pull request, Github will
automatically close the issue.
-->

- Related Issue #
- Closes #

## Added/updated tests?

- [ ] Yes
- [ ] No, and this is why: _please replace this line with details on why tests
      have not been included_
- [ ] I need help with writing tests

## Run verifications and test

- [ ] `make verify` is passing
- [ ] `make test` is passing
",Delete release-drafter.yml,2023-07-23 20:19:12+00:00,2023-07-23 20:27:25+00:00,2023-07-23 20:27:24+00:00,2023-07-23 20:27:24+00:00,False
1fa2ee87bf61940bfac616e98513448af97a1813,1441705808,718,closed,"Fixes # https://gorilla-web-toolkit.atlassian.net/browse/GPT-95

**Summary of Changes**
Added `.github/workflows/test.yml` that runs golangci-lint & go tests on any PR created or each push to main branch. 
","[GPT-95] Update go version, add tools for verification and testing",2023-07-19 20:36:15+00:00,2023-07-23 20:15:05+00:00,2023-07-23 20:15:05+00:00,2023-07-23 20:15:05+00:00,False
abccd7e4d7c117370b7908f51e48decb38b6835b,1435917629,713,closed,"Remove archive message
@AlexVulaj ptal",Update README.md,2023-07-15 14:49:12+00:00,2023-07-31 06:22:22+00:00,2023-07-15 20:07:07+00:00,2023-07-15 20:07:07+00:00,False
7456b4e9ae7b67e27ffaa2e497941e77d39bc884,1435917629,713,closed,"Remove archive message
@AlexVulaj ptal",Update README.md,2023-07-15 14:49:12+00:00,2023-07-31 06:22:22+00:00,2023-07-15 20:07:07+00:00,2023-07-15 20:07:07+00:00,False
07eedffb4388b4ed26b86c67aedca1e513e7553b,1029166684,693,closed,"Fixes #692 

**Summary of Changes**

1. Fix the `README.md` middleware section. An example is demonstrated about the `authenticationMiddleware` and `authenticationMiddleware` initialization is incorrect because incorrect initialization in real-world code throws a panic runtime error.  The correct way of initialization is 
```golang
amw := authenticationMiddleware{make(map[string]string)}
```
and this PR fixes that. No test cases are required in this case because in the example file it is already written correctly 
https://github.com/gorilla/mux/blob/master/example_authentication_middleware_test.go#L43

> PS: Make sure your PR includes/updates tests! If you need help with this part, just ask!
",Fix `authenticationMiddleware` initialization in the `README.md` file,2022-08-17 18:37:16+00:00,2022-08-18 11:19:00+00:00,2022-08-17 20:49:02+00:00,2022-08-17 20:49:02+00:00,False
c889844abd3601217c96aabc4b2dd89f6d904c01,963934858,679,closed,"**Summary of Changes**

Replaced hardcoded constant `regexType*` declarations with `iota`.",regexp: use iota instead of hardcoded values for regexType*,2022-06-10 09:54:18+00:00,2022-06-26 12:14:17+00:00,2022-06-26 11:46:01+00:00,2022-06-26 11:46:01+00:00,False
91708ff8e35bafc8612f690a25f5dd0be6f16864,800686995,660,closed,,docs: update README w.r.t new maintainer ask,2021-12-12 16:22:34+00:00,2021-12-12 16:29:07+00:00,2021-12-12 16:29:05+00:00,2021-12-12 16:29:05+00:00,False
3cf0d013e53d62a96c096366d300c84489c26dd5,499085271,602,closed,"I was searching for 404 in the docs and didn't find anything and almost assumed Mux didn't have the ability for a custom 404 handlers. Add another sentence with ""404"" and ""Not Found"" so quick searching can find them.

Same for 405.","Include ""404"" and ""405"" in the docs",2020-10-07 08:45:36+00:00,2021-09-14 15:04:50+00:00,2021-09-14 12:12:20+00:00,2021-09-14 12:12:20+00:00,False
d07530f46e1eec4e40346e24af34dcc6750ad39f,485996027,595,closed,https://circleci.com/blog/circleci-matrix-jobs/,build: CircleCI 2.1 + build matrix,2020-09-12 19:12:03+00:00,2020-09-12 19:21:03+00:00,2020-09-12 19:20:57+00:00,2020-09-12 19:20:57+00:00,False
98cb6bf42e086f6af920b965c38cacc07402d51b,447552263,579,closed,"Continuing from PR #447 we have to add extra
check to ignore the port as well

",fix: regression in vars extract for wildcard host,2020-07-10 17:15:45+00:00,2020-08-22 20:49:44+00:00,2020-07-11 20:05:22+00:00,2020-07-11 20:05:22+00:00,False
948bec34b5168796bf3fc4dbb09215baa970351a,403586804,568,closed,"

Fixes #

Comment for CurrentRoute claimed that setting the KeepContext option would propagate
the Route even after the request. The KeepContext option is deprecated and has no effect.

> PS: Make sure your PR includes/updates tests! If you need help with this part, just ask!
",Remove stale text from comment.,2020-04-15 07:23:32+00:00,2020-05-17 04:02:55+00:00,2020-05-17 04:02:55+00:00,2020-05-17 04:02:54+00:00,False
75dcda0896e109a2a22c9315bca3bb21b87b2ba5,361858009,544,closed,"**Summary of Changes**

A production server is seeing a significant amount of allocations in (*routeRegexp).getURLQuery

Since it is only interested in a single value and only the first value we create a specialized function for that.

Comparing a few parameter parsing scenarios:

```
Benchmark_findQueryKey/0-8 	 7184014	       168 ns/op	       0 B/op	       0 allocs/op
Benchmark_findQueryKey/1-8 	 5307873	       227 ns/op	      48 B/op	       3 allocs/op
Benchmark_findQueryKey/2-8 	 1560836	       770 ns/op	     483 B/op	      10 allocs/op
Benchmark_findQueryKey/3-8 	 1296200	       931 ns/op	     559 B/op	      11 allocs/op
Benchmark_findQueryKey/4-8 	  666502	      1769 ns/op	       3 B/op	       1 allocs/op

Benchmark_findQueryKeyGoLib/0-8 	 1740973	       690 ns/op	     864 B/op	       8 allocs/op
Benchmark_findQueryKeyGoLib/1-8 	 3029618	       393 ns/op	     432 B/op	       4 allocs/op
Benchmark_findQueryKeyGoLib/2-8 	  461427	      2511 ns/op	    1542 B/op	      24 allocs/op
Benchmark_findQueryKeyGoLib/3-8 	  324252	      3804 ns/op	    1984 B/op	      28 allocs/op
Benchmark_findQueryKeyGoLib/4-8 	   69348	     14928 ns/op	   12716 B/op	     130 allocs/op
```

Test included.",Reduce allocations in (*routeRegexp).getURLQuery,2020-01-12 18:29:43+00:00,2020-01-12 19:44:57+00:00,2020-01-12 19:17:44+00:00,2020-01-12 19:17:44+00:00,False
49c01487a141b49f8ffe06277f3dca3ee80a55fa,331972055,526,closed,"Fixed:
1. mux.go:366:5: error var SkipRouter should have name of the form ErrFoo
2. regexp.go:184:9: if block ends with a return statement, so drop this else and outdent its block
",Fixed golint warnings,2019-10-24 10:25:19+00:00,2019-11-21 17:05:07+00:00,2019-11-21 17:05:01+00:00,2019-11-21 17:05:01+00:00,False
4de8a5a4d283677c69afa1a86a044c8451633a18,342621744,536,closed,"fix headers regexp test case
",fix headers regexp test case,2019-11-19 11:10:03+00:00,2019-11-19 13:02:20+00:00,2019-11-19 13:02:15+00:00,2019-11-19 13:02:15+00:00,False
2854a05fd3e2a9ecec0802bcb6eda09bbc0eea9f,341159540,535,closed,"Fixes #534 

**Summary of Changes**

1. Adds a test case for the repro given in issue #534
2. Fixes the logic in CORSMethodMiddleware to handle matching routes better (now more closely mirrors the way routes are actually matched, just ignoring method mismatch errors)
",Fix the CORSMethodMiddleware bug with subrouters,2019-11-14 20:22:47+00:00,2019-11-17 01:33:50+00:00,2019-11-17 01:33:22+00:00,2019-11-17 01:33:22+00:00,False
946b6237eb8d0ce3225f502b7fd4208d0b60ce5f,341159540,535,closed,"Fixes #534 

**Summary of Changes**

1. Adds a test case for the repro given in issue #534
2. Fixes the logic in CORSMethodMiddleware to handle matching routes better (now more closely mirrors the way routes are actually matched, just ignoring method mismatch errors)
",Fix the CORSMethodMiddleware bug with subrouters,2019-11-14 20:22:47+00:00,2019-11-17 01:33:50+00:00,2019-11-17 01:33:22+00:00,2019-11-17 01:33:22+00:00,False
f395758b854c4efa789b8c1e9b73479704c548cb,331866631,525,closed,"Fixes nothing

**Summary of Changes**

1. Removes context.go. Originally this was around so on Go < 1.7 we could use gorilla/context to ""polyfill"" context, but now that we've dropped support for that, I don't think it's necessary to have those helpers, plus it's nice to get rid of the (small) cognitive overhead of another file
2. Renames the request context functions from the pattern `setFoo` to `requestWithFoo`, since I think this makes it a bit more clear that they're returning a request with a new context wrapping the old one, not changing the request
3. Changes the request context functions to take concrete types instead of empty interfaces because there's no reason for them to take interfaces
4. Moves the single test in context_test.go to mux_test.go since that seems to be testing the muxer itself anyways, not really the context implementation or anything

> PS: Make sure your PR includes/updates tests! If you need help with this part, just ask!
",Remove/cleanup request context helpers,2019-10-24 05:50:33+00:00,2019-10-24 12:13:04+00:00,2019-10-24 12:12:56+00:00,2019-10-24 12:12:56+00:00,False
ff4e71f144166b1dfe3017a146f8ed32a82e688b,279238050,474,closed,"It's not expected that the request's URL is fully populated when used on
the server-side (it's more of a client-side field), so we shouldn't
expect it to be present.

In practice, it's only rarely set at all on the server, making mux's
`Schemes` matcher tricky to use as it is.

This commit adds a test which would have failed before demonstrating the
problem, as well as a fix which I think makes `.Schemes` match what
users expect.

This will technically break anyone who did the following:

```go
router.Schemes("""") // match http and https
```",Guess the scheme if r.URL.Scheme is unset,2019-05-15 19:45:49+00:00,2019-10-18 00:48:28+00:00,2019-10-18 00:48:19+00:00,2019-10-18 00:48:19+00:00,False
884b5ffcbd3a11b730f0b75f5c86ac408753c34d,311511885,516,closed,Simple optimisation to reduce memory allocations and copying(while appending).,"Added capacity to slice creation, when capacity is known",2019-08-27 18:32:59+00:00,2019-08-30 12:11:57+00:00,2019-08-30 12:11:57+00:00,2019-08-30 12:11:57+00:00,False
e1863a64f3c620ef604fb7905a0351e69f6a51e4,311031447,514,closed,"Making use of the constants provided in the http package, for uniformity.
Related pull requests:
https://github.com/gorilla/mux/pull/349
https://github.com/gorilla/mux/pull/350","Modified http status codes, using constants provided by the http package",2019-08-26 18:30:13+00:00,2019-08-27 12:58:22+00:00,2019-08-27 12:58:14+00:00,2019-08-27 12:58:14+00:00,False
9536e4053d763b54d935f1ce731a315cfb42b979,308930610,510,closed,"Fixes #509

**Summary of Changes**

1. check new handler not nil before discarding MethodNotAllowed error
2. add unit test

",bugfix/subrouter custom methodNotAllowed handler returning 404 (#509),2019-08-20 08:20:44+00:00,2019-08-27 09:42:38+00:00,2019-08-26 00:12:00+00:00,2019-08-26 00:12:00+00:00,False
e0cdff45b7de56d3ad24ef9871c14fe4238475aa,310569667,513,closed,(Self hosting the gorilla image for testing),Update README (self-host logo),2019-08-24 00:38:41+00:00,2019-08-24 00:44:51+00:00,2019-08-24 00:44:48+00:00,2019-08-24 00:44:48+00:00,False
e67b3c02c7195c052acff13261f0c9fd1ba53011,299588237,503,closed,,Remove TravisCI badge,2019-07-20 20:13:53+00:00,2019-07-20 20:14:38+00:00,2019-07-20 20:14:36+00:00,2019-07-20 20:14:35+00:00,False
7a1bf406d6f5f8cfef4802eb0d949606c6ee7aea,293064906,493,closed,"Fixes #464

**Summary of Changes**

1. Adds documentation to the README.md for using mux to serve API endpoints alongside a SPA.

**Testing**

I ran create-react-app, made a prod build, copied the build directory, and tested this out. Seems to work great.",Add documentation for using mux to serve a SPA,2019-06-29 21:54:06+00:00,2019-07-20 16:27:07+00:00,2019-07-20 14:53:36+00:00,2019-07-20 14:53:36+00:00,False
eab9c4f3d22d907d728aa0f5918934357866249e,299528060,501,closed,Use a single append call instead of a ranged for loop.,Simplify code,2019-07-20 01:52:27+00:00,2019-07-20 14:49:39+00:00,2019-07-20 14:49:39+00:00,2019-07-20 14:49:39+00:00,False
50fbc3e7fbfcdb4fb850686588071e5f0bdd4a0a,299528145,502,closed,No need to convert here.,Avoid unnecessary conversion,2019-07-20 01:53:43+00:00,2019-07-20 15:38:46+00:00,2019-07-20 14:48:32+00:00,2019-07-20 14:48:32+00:00,False
d83b6ffe499a29cc05fc977988d0392851779620,293484796,495,closed,"Build config update - name key steps, add [optional] lint step.

Adds `SKIP_GOLINT=1` to the mux build due to linter errors that would break the public API:

```sh
➜  golint
mux.go:368:5: error var SkipRouter should have name of the form ErrFoo
```",Update config.yml,2019-07-01 20:21:37+00:00,2019-07-01 20:26:42+00:00,2019-07-01 20:26:34+00:00,2019-07-01 20:26:34+00:00,False
